Provider,ip_claim_count,ip_bene_count,ip_reimb_sum,ip_reimb_mean,ip_admit_days_sum,ip_claim_days_sum,ip_diag_mean,ip_has_operating_rate,op_claim_count,op_bene_count,op_reimb_sum,op_reimb_mean,op_claim_days_sum,op_diag_mean,op_has_operating_rate,provider_bene_count,provider_age_mean,provider_age_std,provider_dead_rate,ChronicCond_Alzheimer_mean,ChronicCond_Heartfailure_mean,ChronicCond_Cancer_mean,total_claim_count,total_reimb_sum,reimb_per_claim,claims_per_bene,reimb_per_bene,ip_claim_share,op_claim_share,total_claim_days_sum,days_per_claim,FraudLabel
PRV51042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,128.0,48050.0,338.38028169014086,317.0,2.4859154929577465,0.24647887323943662,128,73.59469113620808,11.96550842092612,0.0,1.65625,1.484375,1.859375,142.0,48050.0,338.3802793071811,1.109374991333008,375.3906220672608,0.0,0.9999999929577466,317.0,2.2323943504760964,0
PRV51043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,4480.0,194.7826086956522,23.0,1.9130434782608696,0.08695652173913043,20,73.31581108829569,13.815521311863003,0.0,1.65,1.35,1.85,23.0,4480.0,194.78260022684347,1.149999942500003,223.99998880000055,0.0,0.999999956521741,23.0,0.999999956521741,0
PRV51044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,39.0,21330.0,361.52542372881356,186.0,2.389830508474576,0.2033898305084746,39,70.3709787816564,11.817213068822575,0.0,1.6666666666666667,1.435897435897436,1.8974358974358974,59.0,21330.0,361.5254176012641,1.5128204740302444,546.9230628994087,0.0,0.9999999830508478,186.0,3.152542319448435,0
PRV51045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,29.0,8390.0,270.64516129032256,101.0,2.6451612903225805,0.1935483870967742,29,71.99121999575162,9.808504105041957,0.0,1.5172413793103448,1.4827586206896552,1.896551724137931,31.0,8390.0,270.6451525598338,1.0689654803805007,289.31033485136777,0.0,0.9999999677419364,101.0,3.25806441103018,0
PRV51046,8.0,7.0,101000.0,12625.0,44.0,44.0,8.0,0.625,30.0,19.0,8370.0,279.0,56.0,2.2666666666666666,0.23333333333333334,26,71.5733164850208,16.410325625387095,0.0,1.6538461538461537,1.5,1.7307692307692308,38.0,109370.0,2878.1578189958473,1.4615384053254459,4206.538299748527,0.21052631024930765,0.7894736634349037,100.0,2.6315788781163456,0
PRV51047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2530.0,230.0,45.0,2.0,0.09090909090909091,11,71.08281998631074,12.565987997457308,0.0,1.7272727272727273,1.4545454545454546,2.0,11.0,2530.0,229.999979090911,0.9999999090909174,229.999979090911,0.0,0.9999999090909174,45.0,4.090908719008299,0
PRV51048,4.0,4.0,19000.0,4750.0,23.0,23.0,8.5,0.75,34.0,30.0,8700.0,255.88235294117646,38.0,2.2941176470588234,0.11764705882352941,33,71.77458361852612,14.525139781921562,0.0,1.4242424242424243,1.393939393939394,1.878787878787879,38.0,27700.0,728.9473492382277,1.1515151166207542,839.3939139577602,0.10526315512465383,0.8947368185595574,61.0,1.6052631156509707,0
PRV51049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,65.0,21720.0,305.9154929577465,198.0,2.5774647887323945,0.18309859154929578,65,70.60837150529142,11.543688226199139,0.0,1.5692307692307692,1.4,1.8461538461538463,71.0,21720.0,305.91548864907764,1.0923076755029588,334.1538410130178,0.0,0.9999999859154932,198.0,2.788732355088277,0
PRV51052,2.0,2.0,14000.0,7000.0,20.0,20.0,8.5,0.5,44.0,36.0,16800.0,381.8181818181818,131.0,3.0454545454545454,0.1590909090909091,37,70.85232254842111,12.811511282171267,0.0,1.7027027027027026,1.3783783783783783,1.8918918918918919,46.0,30800.0,669.5652028355391,1.2432432096420756,832.4324099342592,0.04347825992438566,0.9565217183364845,151.0,3.282608624291117,1
PRV51053,1.0,1.0,8000.0,8000.0,6.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,68.66803559206024,0.0,0.0,2.0,1.0,2.0,1.0,8000.0,7999.992000008001,0.9999990000010001,7999.992000008001,0.9999990000010001,0.0,6.0,5.999994000006001,0
PRV51054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,40.0,15130.0,265.43859649122805,191.0,2.491228070175439,0.15789473684210525,40,70.99137577002054,11.681376040330615,0.0,1.675,1.5,1.95,57.0,15130.0,265.43859183441066,1.4249999643750009,378.24999054375024,0.0,0.9999999824561407,191.0,3.350877134195138,0
PRV51055,2.0,2.0,16700.0,8350.0,13.0,13.0,9.0,1.0,20.0,20.0,4940.0,247.0,22.0,3.1,0.15,22,69.33271109451807,17.61113694739541,0.0,1.5454545454545454,1.3181818181818181,1.8181818181818181,22.0,21640.0,983.6363189256218,0.9999999545454565,983.6363189256218,0.09090908677685969,0.9090908677685968,35.0,1.5909090185950445,0
PRV51056,2.0,2.0,8000.0,4000.0,8.0,8.0,7.5,0.5,20.0,19.0,6700.0,335.0,30.0,2.35,0.25,21,77.13086274893256,12.694797241205128,0.0,1.5714285714285714,1.4285714285714286,1.8095238095238095,22.0,14700.0,668.1817878099187,1.0476189977324286,699.9999666666682,0.09090908677685969,0.9090908677685968,38.0,1.727272648760334,0
PRV51057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6830.0,1366.0,5.0,4.0,0.4,4,79.0403832991102,7.507495883618394,0.0,2.0,1.25,1.75,5.0,6830.0,1365.9997268000545,1.249999687500078,1707.4995731251067,0.0,0.99999980000004,5.0,0.99999980000004,0
PRV51058,5.0,5.0,91000.0,18200.0,42.0,42.0,8.4,0.8,78.0,71.0,16030.0,205.51282051282053,149.0,2.9743589743589745,0.14102564102564102,75,73.68469085101528,12.168815923287367,0.0,1.6133333333333333,1.4666666666666666,1.88,83.0,107030.0,1289.5180567527946,1.1066666519111112,1427.0666476391114,0.06024096312962695,0.9397590248221804,191.0,2.3012047915517497,0
PRV51059,25.0,23.0,401000.0,16040.0,197.0,197.0,8.88,0.68,71.0,60.0,20060.0,282.53521126760563,137.0,2.3943661971830985,0.1267605633802817,82,73.95889884976879,12.9960973181368,0.0,1.6829268292682926,1.3780487804878048,1.8902439024390243,96.0,421060.0,4386.041620978734,1.1707316930398575,5134.877986160025,0.2604166639539931,0.7395833256293404,334.0,3.4791666304253477,1
PRV51060,5.0,5.0,35000.0,7000.0,29.0,29.0,8.4,0.0,37.0,37.0,8710.0,235.40540540540542,110.0,2.72972972972973,0.16216216216216217,42,71.97542452983932,12.232248547123408,0.0,1.619047619047619,1.4047619047619047,1.8571428571428572,42.0,43710.0,1040.7142609353748,0.9999999761904769,1040.7142609353748,0.119047616213152,0.8809523599773248,139.0,3.309523730725626,0
PRV51061,1.0,1.0,3000.0,3000.0,9.0,9.0,7.0,1.0,144.0,66.0,51940.0,360.69444444444446,483.0,2.5208333333333335,0.1875,67,74.84871331228867,13.007977456873126,0.0,1.7014925373134329,1.537313432835821,1.8805970149253732,145.0,54940.0,378.8965491110583,2.164179072176432,819.9999877611942,0.006896551676575506,0.9931034414268728,492.0,3.393103424875149,0
PRV51062,3.0,3.0,45000.0,15000.0,16.0,16.0,9.0,1.0,394.0,164.0,108380.0,275.0761421319797,1015.0,2.697969543147208,0.1751269035532995,166,72.31153773203697,13.432956801225961,0.0,1.6626506024096386,1.4518072289156627,1.855421686746988,397.0,153380.0,386.34760607972896,2.3915662506532156,923.975898048338,0.007556675043937846,0.9924433224371705,1031.0,2.5969773234333067,0
PRV51063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,115.0,51110.0,343.02013422818794,389.0,2.51006711409396,0.16778523489932887,115,69.73086926762491,14.542966203227211,0.008695652173913044,1.5826086956521739,1.373913043478261,1.8434782608695652,149.0,51110.0,343.02013192603937,1.295652162646503,444.4347787440454,0.0,0.9999999932885907,389.0,2.610738237511824,0
PRV51064,36.0,34.0,280000.0,7777.777777777777,227.0,227.0,7.833333333333333,0.5555555555555556,267.0,198.0,80320.0,300.8239700374532,667.0,2.7790262172284645,0.17228464419475656,227,73.25070330803536,13.857349374956419,0.004405286343612335,1.6431718061674008,1.3920704845814977,1.8854625550660793,303.0,360320.0,1189.1749135670796,1.3348017562343535,1587.3127683378293,0.1188118807960004,0.8811881159036696,894.0,2.9504950397673433,1
PRV51065,10.0,10.0,75000.0,7500.0,66.0,66.0,8.9,0.8,18.0,16.0,1570.0,87.22222222222223,44.0,2.7777777777777777,0.16666666666666666,26,76.03527615437267,10.0941815384112,0.0,1.5769230769230769,1.3076923076923077,1.9615384615384615,28.0,76570.0,2734.6427594770444,1.0769230355029602,2944.9998867307736,0.35714284438775556,0.64285711989796,110.0,3.928571288265311,0
PRV51066,2.0,2.0,19000.0,9500.0,6.0,6.0,7.5,1.0,22.0,19.0,5790.0,263.1818181818182,44.0,2.8181818181818183,0.2727272727272727,21,69.08249405169323,14.02585153860796,0.047619047619047616,1.5238095238095237,1.4285714285714286,1.9047619047619047,24.0,24790.0,1032.9166236284739,1.1428570884353766,1180.476134263041,0.08333332986111125,0.9166666284722238,50.0,2.0833332465277814,0
PRV51067,12.0,11.0,326000.0,27166.666666666668,91.0,91.0,8.916666666666666,0.75,46.0,39.0,8520.0,185.2173913043478,101.0,2.652173913043478,0.10869565217391304,49,68.31474109150848,15.986156519068839,0.0,1.7346938775510203,1.3877551020408163,1.836734693877551,58.0,334520.0,5767.586107455412,1.1836734452311541,6826.9386361849265,0.20689654815695607,0.793103434601665,192.0,3.310344770511297,1
PRV51068,9.0,9.0,77000.0,8555.555555555555,36.0,36.0,7.777777777777778,0.3333333333333333,252.0,206.0,66260.0,262.93650793650795,584.0,2.7182539682539684,0.1984126984126984,214,70.50751309754553,14.253976822134153,0.014018691588785047,1.6355140186915889,1.4485981308411215,1.855140186915888,261.0,143260.0,548.8888867858664,1.2196261625251115,669.4392492082278,0.03448275848857181,0.9655172376800106,620.0,2.375478918101613,0
PRV51070,10.0,10.0,101000.0,10100.0,51.0,51.0,7.7,0.4,89.0,61.0,24410.0,274.2696629213483,237.0,2.4831460674157304,0.16853932584269662,69,71.26534337211955,15.255505034854652,0.0,1.6231884057971016,1.4927536231884058,1.8840579710144927,99.0,125410.0,1266.767663972044,1.4347825879017018,1817.5362055429537,0.10101009998979697,0.898989889909193,288.0,2.9090908797061528,0
PRV51071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,8550.0,356.25,74.0,2.625,0.125,24,68.9891626739676,13.753304088247425,0.0,1.5,1.4166666666666667,1.9166666666666667,24.0,8550.0,356.2499851562506,0.999999958333335,356.2499851562506,0.0,0.999999958333335,74.0,3.083333204861116,0
PRV51072,12.0,12.0,72000.0,6000.0,63.0,63.0,8.833333333333334,0.5833333333333334,200.0,150.0,47170.0,235.85,475.0,2.81,0.145,160,71.43405201916497,11.763783796900908,0.025,1.64375,1.45,1.89375,212.0,119170.0,562.1226388579121,1.32499999171875,744.8124953449219,0.05660377331790673,0.9433962219651122,538.0,2.5377358370861516,0
PRV51074,5.0,5.0,31000.0,6200.0,18.0,18.0,8.2,0.2,34.0,34.0,10170.0,299.11764705882354,95.0,3.0294117647058822,0.17647058823529413,39,73.51873497253374,14.971225737585272,0.0,1.6153846153846154,1.4102564102564104,1.8461538461538463,39.0,41170.0,1055.6409985733078,0.999999974358975,1055.6409985733078,0.12820512491781733,0.8717948494411578,113.0,2.8974358231426716,0
PRV51075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,8550.0,502.94117647058823,37.0,2.3529411764705883,0.23529411764705882,13,75.54509556152267,17.164494040312523,0.0,1.7692307692307692,1.5384615384615385,1.7692307692307692,17.0,8550.0,502.9411468858149,1.3076922071005996,657.6922571005956,0.0,0.999999941176474,37.0,2.1764704602076197,0
PRV51076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,27.0,10230.0,352.7586206896552,63.0,2.5172413793103448,0.13793103448275862,27,76.11965421958577,13.917810754675022,0.037037037037037035,1.5185185185185186,1.4074074074074074,1.7407407407407407,29.0,10230.0,352.7586085255652,1.0740740342935542,378.8888748559676,0.0,0.9999999655172426,63.0,2.1724137181926304,0
PRV51077,16.0,13.0,199000.0,12437.5,111.0,111.0,7.9375,0.4375,17.0,17.0,5350.0,314.70588235294116,60.0,2.3529411764705883,0.11764705882352941,30,71.77786903947069,15.598304826851228,0.0,1.5666666666666667,1.3,1.8333333333333333,33.0,204350.0,6192.424054775029,1.0999999633333346,6811.666439611118,0.484848470156107,0.5151514995408637,171.0,5.181818024793394,1
PRV51078,9.0,9.0,76000.0,8444.444444444445,69.0,69.0,8.88888888888889,0.6666666666666666,14.0,14.0,2270.0,162.14285714285714,15.0,2.357142857142857,0.14285714285714285,23,71.22447400529714,10.301497695457403,0.0,1.6956521739130435,1.391304347826087,1.8695652173913044,23.0,78270.0,3403.043330302464,0.999999956521741,3403.043330302464,0.39130433081285515,0.6086956257088858,84.0,3.652173754253315,0
PRV51081,6.0,6.0,79000.0,13166.666666666666,42.0,42.0,8.333333333333334,0.8333333333333334,194.0,125.0,45080.0,232.37113402061857,482.0,2.8762886597938144,0.18041237113402062,131,71.3794274547915,15.004728445160149,0.007633587786259542,1.5114503816793894,1.3969465648854962,1.9083969465648856,200.0,124080.0,620.399996898,1.526717545597576,947.1755652887362,0.02999999985,0.96999999515,524.0,2.6199999869,0
PRV51082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,5470.0,160.88235294117646,74.0,2.588235294117647,0.11764705882352941,31,72.73621690843656,8.38260464477123,0.0,1.6129032258064515,1.5161290322580645,1.935483870967742,34.0,5470.0,160.88234820934272,1.0967741581685755,176.45160721123847,0.0,0.9999999705882362,74.0,2.1764705242214553,0
PRV51083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,81.0,18100.0,201.11111111111111,214.0,2.577777777777778,0.18888888888888888,81,74.74221106801531,12.877156679353057,0.0,1.6049382716049383,1.4074074074074074,1.8518518518518519,90.0,18100.0,201.11110887654323,1.1111110973936902,223.456787364731,0.0,0.9999999888888891,214.0,2.377777751358025,0
PRV51084,20.0,19.0,191000.0,9550.0,133.0,133.0,8.4,0.6,90.0,67.0,24580.0,273.1111111111111,161.0,2.2111111111111112,0.13333333333333333,85,72.668873052301,13.101963818022487,0.0,1.5529411764705883,1.411764705882353,1.8941176470588235,110.0,215580.0,1959.818164001653,1.2941176318339103,2536.2352642795854,0.18181818016528928,0.8181818107438017,294.0,2.6727272484297524,1
PRV51086,31.0,30.0,413000.0,13322.58064516129,181.0,181.0,8.548387096774194,0.7096774193548387,108.0,86.0,33170.0,307.1296296296296,347.0,2.962962962962963,0.17592592592592593,115,74.83127101746868,14.622899014818241,0.017391304347826087,1.6521739130434783,1.4434782608695653,1.8521739130434782,139.0,446170.0,3209.8560920154237,1.2086956416635162,3879.739096697921,0.22302158112934115,0.7769784116764143,528.0,3.798561123751359,0
PRV51089,18.0,18.0,177000.0,9833.333333333334,111.0,111.0,8.444444444444445,0.7222222222222222,210.0,179.0,53900.0,256.6666666666667,503.0,2.657142857142857,0.15714285714285714,197,71.76897820490103,14.102402813631672,0.01015228426395939,1.6649746192893402,1.4314720812182742,1.8527918781725887,228.0,230900.0,1012.7192938038628,1.1573604002164446,1172.081212324461,0.07894736807479225,0.9210526275392429,614.0,2.6929824443290244,0
